Surface_habitable_logement,Coût_total_5_usages,Coût_ECS,Coût_chauffage,Coût_éclairage,Coût_auxiliaires,Coût_refroidissement,Etiquette_DPE
39.9,420.7,181.3,143.7,21.5,74.1,0.0,C
49.5,963.4,186.3,467.5,25.0,126.1,158.5,D
44.0,514.0,152.0,214.0,24.0,125.0,0.0,D
83.0,652.0,183.0,232.0,45.0,192.0,0.0,C
96.7,1392.0,217.0,1064.0,52.0,1392.0,0.0,D
80.7,976.3,184.2,619.9,43.6,128.6,0.0,C
29.0,312.0,115.0,84.0,16.0,98.0,0.0,C
44.3,465.0,188.0,175.0,24.0,78.0,0.0,C
18.2,498.9,266.1,204.0,6.8,22.1,0.0,E
100.5,1592.7,358.3,1093.1,31.4,109.9,0.0,D
17.5,455.8,274.1,152.8,6.8,22.1,0.0,E
51.0,855.9,309.6,469.5,16.8,60.0,0.0,D
20.3,509.8,273.7,204.0,7.5,24.5,0.0,E
17.8,486.3,267.3,190.5,6.7,21.8,0.0,E
57.0,971.0,296.9,506.4,30.7,136.9,0.0,E
51.0,2172.9,348.9,1790.1,21.8,12.1,0.0,G
63.1,748.2,324.1,256.3,34.0,133.8,0.0,D
57.0,1513.4,366.3,1091.2,30.7,25.2,0.0,F
29.9,456.0,289.0,155.0,12.0,0.0,0.0,C
43.6,793.4,311.5,415.3,14.5,52.0,0.0,D
48.9,787.7,226.8,536.1,16.3,8.5,0.0,D
101.3,1164.4,199.7,712.9,54.7,197.1,0.0,C
18.2,464.2,274.8,159.6,7.0,22.8,0.0,E
50.1,763.4,323.6,325.9,17.3,96.6,0.0,D
17.3,453.9,273.7,151.6,6.7,21.9,0.0,E
18.2,511.4,264.4,218.4,6.7,21.9,0.0,E
68.0,1620.0,282.0,1241.0,21.0,76.0,0.0,E
56.0,1283.2,280.0,852.4,23.3,127.5,0.0,E
38.0,844.9,293.4,451.3,12.8,87.5,0.0,E
94.0,835.0,331.0,362.0,31.0,111.0,0.0,C
65.7,1176.9,314.7,646.0,35.4,180.7,0.0,E
47.2,740.3,225.5,490.3,16.0,8.6,0.0,D
18.2,511.4,264.4,218.4,6.7,21.9,0.0,E
41.5,671.1,284.7,353.7,14.3,18.4,0.0,D
79.0,1920.5,142.7,1656.6,42.6,78.6,0.0,F
67.0,1015.0,377.0,576.0,27.0,35.0,0.0,D
98.3,1423.9,257.6,935.0,53.0,178.3,0.0,D
62.1,440.0,127.0,144.0,34.0,135.0,0.0,B
85.8,1255.6,182.7,822.4,46.3,204.1,0.0,D
33.0,384.0,81.1,200.1,17.8,85.0,0.0,C
18.2,498.9,266.1,204.0,6.8,22.1,0.0,E
104.0,867.0,227.0,371.0,56.0,213.0,0.0,C
52.0,565.0,165.0,242.0,28.0,129.0,0.0,C
69.3,780.0,216.0,359.0,37.0,168.0,0.0,C
36.7,1433.6,130.4,1230.0,19.8,53.4,0.0,G
79.2,1345.0,366.0,712.6,24.9,89.1,152.4,D
43.2,1876.6,233.9,1629.3,13.3,0.0,0.0,G
88.0,886.0,226.0,425.0,47.0,188.0,0.0,C
70.0,1705.2,154.2,1458.6,37.8,54.6,0.0,E
39.5,328.6,89.6,137.6,21.3,80.1,0.0,C
85.0,731.0,202.0,287.0,46.0,195.0,0.0,C
38.0,417.0,143.0,147.0,20.0,107.0,0.0,C
32.3,1224.8,246.4,932.8,17.4,28.2,0.0,G
62.0,553.0,161.0,203.0,33.0,154.0,0.0,C
69.7,1482.6,361.3,1048.0,21.8,51.4,0.0,E
17.6,463.6,272.3,162.5,6.8,22.0,0.0,E
17.3,475.5,267.8,179.7,6.6,21.4,0.0,E
36.0,677.8,271.0,375.2,12.4,19.3,0.0,D
,11783.5,921.1,9220.0,306.4,1336.0,0.0,E
66.0,1422.6,158.2,1132.8,35.6,96.0,0.0,E
62.4,1158.8,158.9,835.6,33.7,130.6,0.0,D
130.5,2487.9,293.9,1932.5,41.0,134.6,85.9,D
70.0,763.2,250.9,308.9,37.8,165.6,0.0,C
35.9,439.0,86.9,224.6,19.4,108.2,0.0,D
17.6,463.6,272.3,162.5,6.8,22.0,0.0,E
17.5,456.2,274.0,153.3,6.8,22.1,0.0,E
31.9,581.2,292.6,255.0,11.5,22.1,0.0,D
18.3,391.0,240.1,115.5,7.7,27.6,0.0,D
88.8,1224.3,349.1,755.6,28.2,91.5,0.0,D
43.0,615.9,321.4,216.6,15.6,62.3,0.0,C
37.2,826.3,277.6,536.4,12.3,0.0,0.0,E
17.5,468.9,270.4,169.9,6.7,21.8,0.0,E
18.2,482.0,270.1,182.6,6.9,22.4,0.0,E
17.9,404.0,267.0,109.0,7.0,21.0,0.0,D
94.0,869.0,190.0,416.0,51.0,212.0,0.0,C
44.7,423.0,189.0,131.0,24.0,79.0,0.0,C
59.9,601.1,101.4,365.7,32.3,101.7,0.0,C
94.0,869.0,190.0,416.0,51.0,212.0,0.0,C
27.8,325.0,162.0,81.0,15.0,67.0,0.0,C
46.0,616.0,169.0,301.0,25.0,121.0,0.0,D
41.2,511.1,282.4,150.5,22.2,55.9,0.0,D
62.5,653.9,208.0,318.7,33.7,93.5,0.0,C
29.0,341.0,126.0,102.0,16.0,98.0,0.0,C
66.0,1334.7,305.6,813.6,35.6,179.9,0.0,E
63.3,979.0,231.9,542.4,34.2,170.5,0.0,D
37.7,592.3,302.4,244.9,13.4,31.6,0.0,D
18.5,516.0,265.0,222.0,6.8,22.2,0.0,E
57.6,1036.3,351.0,565.6,18.7,101.0,0.0,D
17.8,476.9,269.6,178.5,6.8,22.0,0.0,E
17.5,451.6,275.3,147.3,6.8,22.2,0.0,E
54.3,1712.0,468.0,1156.0,29.0,59.0,0.0,F
94.0,2546.6,225.0,1977.1,50.7,293.8,0.0,D
40.0,798.3,271.4,470.4,13.3,43.3,0.0,E
61.0,1168.2,306.5,842.2,19.4,0.0,0.0,E
67.0,2434.1,334.3,2013.1,20.4,66.3,0.0,G
70.0,1579.4,345.4,1212.3,21.8,0.0,0.0,E
18.0,417.0,299.0,86.0,7.0,24.0,0.0,D
118.5,1891.9,291.4,1424.7,36.5,139.3,0.0,D
17.7,435.5,281.4,124.2,7.0,22.9,0.0,E
18.1,389.9,239.9,114.9,7.6,27.3,0.0,D
79.0,779.0,317.0,341.0,26.0,95.0,0.0,C
68.0,1140.0,417.0,505.0,37.0,181.0,0.0,E
63.5,905.5,255.0,621.5,20.7,8.3,0.0,D
73.7,1190.1,357.2,754.3,23.4,55.3,0.0,D
76.3,1584.2,413.7,1103.6,28.9,37.9,0.0,D
44.0,494.0,152.0,201.0,24.0,117.0,0.0,C
67.3,689.0,157.0,214.0,33.0,689.0,107.0,C
41.5,1432.2,136.0,1219.7,22.4,54.1,0.0,G
95.6,1339.3,176.2,918.2,51.6,193.3,0.0,D
95.0,3782.4,224.1,3164.0,51.2,343.1,0.0,F
95.0,2553.2,226.1,1979.7,51.2,296.2,0.0,D
101.3,1063.2,185.0,509.2,54.6,227.1,87.3,C
18.2,464.2,274.8,159.6,7.0,22.8,0.0,E
31.5,1139.6,241.0,888.5,10.0,0.0,0.0,G
85.0,1926.1,242.2,1546.1,26.2,111.6,0.0,E
43.0,1029.0,286.0,686.0,14.0,1029.0,0.0,E
17.8,459.6,274.3,156.0,6.9,22.4,0.0,E
69.7,923.2,361.3,458.0,22.7,81.2,0.0,C
39.9,1123.0,277.0,833.0,13.0,0.0,0.0,F
50.0,465.0,167.0,145.0,27.0,125.0,0.0,C
25.2,614.9,250.5,341.7,8.9,13.8,0.0,E
31.3,770.0,225.0,518.0,11.0,16.0,0.0,E
49.8,888.4,294.1,490.4,16.6,87.3,0.0,D
17.3,453.9,273.7,151.6,6.7,21.9,0.0,E
55.0,586.0,307.0,189.0,20.0,70.0,0.0,C
47.1,908.9,303.3,535.3,15.4,54.9,0.0,E
31.5,583.5,269.7,288.1,11.2,14.4,0.0,D
63.9,1346.8,309.0,986.5,20.1,31.2,0.0,E
77.9,962.9,238.4,653.6,42.0,28.9,0.0,D
74.0,594.0,174.0,204.0,40.0,176.0,0.0,C
69.8,1838.0,356.8,1408.8,21.5,50.9,0.0,F
18.2,511.4,264.4,218.4,6.7,21.9,0.0,E
,4194.0,1200.0,2034.0,213.0,749.0,0.0,C
70.0,1286.4,432.0,790.3,37.8,26.3,0.0,E
40.0,431.0,132.0,160.0,22.0,116.0,0.0,C
83.0,995.5,219.2,522.9,44.8,208.6,0.0,C
85.0,664.0,185.0,238.0,46.0,195.0,0.0,C
70.0,838.4,201.8,425.2,37.8,173.5,0.0,C
18.5,369.7,275.3,67.8,8.4,18.3,0.0,D
17.8,485.9,267.4,190.0,6.7,21.8,0.0,E
18.2,482.0,270.1,182.6,6.9,22.4,0.0,E
18.0,468.4,272.8,166.2,6.9,22.4,0.0,E
17.5,469.9,270.1,171.3,6.7,21.8,0.0,E
77.0,1361.0,188.9,1079.3,41.5,51.3,0.0,D
67.0,677.0,203.0,284.0,36.0,153.0,0.0,C
88.0,785.0,206.0,344.0,47.0,188.0,0.0,C
17.5,464.7,271.6,164.5,6.7,21.9,0.0,E
46.5,1052.3,329.3,667.9,14.9,40.1,0.0,E
38.0,739.0,271.0,421.0,13.0,34.0,0.0,D
17.9,467.2,272.7,165.3,6.9,22.3,0.0,E
17.2,391.7,295.3,63.1,7.3,26.0,0.0,D
17.7,472.4,270.4,173.3,6.8,22.0,0.0,E
57.7,910.3,346.5,486.3,18.8,58.7,0.0,D
58.7,876.8,355.1,450.7,19.2,51.7,0.0,D
18.4,407.0,257.0,142.0,8.0,0.0,0.0,D
19.7,355.0,198.0,120.0,9.0,29.0,0.0,C
51.0,804.2,317.2,409.3,17.0,60.7,0.0,D
63.0,573.0,141.0,241.0,34.0,47.0,0.0,C
23.9,305.5,211.6,58.8,12.3,22.9,0.0,D
84.6,1044.0,418.0,468.0,30.0,30.0,0.0,C
53.8,1607.7,279.6,1311.4,16.7,0.0,0.0,F
30.7,483.6,283.6,157.3,11.6,31.2,0.0,C
63.3,1162.2,163.5,913.9,34.1,50.7,0.0,D
48.3,727.2,210.8,358.6,26.0,131.8,0.0,C
63.2,1338.6,224.2,1048.1,34.1,32.1,0.0,E
19.7,510.2,343.7,135.4,10.0,15.6,5.5,C
50.0,1342.8,311.0,792.7,32.3,206.8,0.0,D
52.9,1301.0,445.9,666.6,28.5,160.0,0.0,E
99.8,3410.1,373.3,2877.4,36.5,122.8,0.0,G
31.6,590.5,114.3,391.4,17.0,67.8,0.0,E
106.3,1023.0,140.6,752.0,57.3,73.2,0.0,D
44.4,726.9,408.5,269.6,20.0,25.7,3.1,C
23.1,422.9,259.7,141.9,9.3,12.0,0.0,C
25.1,656.5,187.9,428.9,8.7,31.1,0.0,E
26.0,430.5,293.8,108.1,10.6,18.0,0.0,C
34.0,755.0,260.0,446.0,11.0,755.0,0.0,E
46.8,652.3,300.0,312.6,16.2,20.9,2.7,C
51.6,686.7,402.1,188.5,23.6,68.8,3.7,C
63.4,1500.2,338.5,1077.6,19.8,64.3,0.0,E
25.1,657.1,187.8,429.5,8.7,31.1,0.0,E
25.1,656.5,187.9,428.9,8.7,31.1,0.0,E
22.0,379.3,274.0,83.6,9.5,12.2,0.0,C
34.3,693.1,385.6,212.1,16.3,79.1,0.0,C
48.0,600.2,279.9,276.9,17.0,26.4,0.0,C
39.1,701.9,298.4,390.1,13.3,0.0,0.0,D
29.7,584.5,214.8,342.7,10.6,16.5,0.0,D
,31349.2,6103.7,19478.7,1353.6,4413.3,0.0,D
,12812.0,2441.0,9528.0,438.0,406.0,0.0,E
67.6,970.7,160.4,678.3,36.4,95.4,0.0,D
39.3,874.2,408.0,417.1,21.2,28.0,0.0,E
198.0,2858.4,132.0,2410.3,103.1,213.0,0.0,D
70.5,899.8,212.5,477.4,38.0,171.9,0.0,C
60.5,1295.9,221.7,991.2,32.6,50.4,0.0,E
60.0,968.0,179.4,706.5,32.4,49.8,0.0,D
52.8,586.2,178.1,314.4,28.5,65.2,0.0,D
71.2,1061.5,182.3,687.7,38.4,153.1,0.0,D
34.0,942.5,305.3,613.1,14.7,9.5,0.0,E
93.0,1524.8,810.0,484.0,50.2,121.6,59.1,D
42.4,723.4,202.5,419.2,22.9,78.8,0.0,D
66.6,968.3,193.7,583.8,35.9,154.9,0.0,C
70.5,918.6,209.7,498.8,38.0,172.1,0.0,C
37.7,806.8,287.1,473.6,12.5,33.6,0.0,E
55.0,391.0,197.0,68.0,37.0,391.0,0.0,D
18.0,510.1,356.9,112.0,9.7,31.6,0.0,D
18.0,167.0,100.0,3.0,10.0,167.0,0.0,D
49.9,1075.0,305.5,709.2,16.1,44.2,0.0,E
36.3,678.1,289.3,337.4,12.5,38.9,0.0,D
78.2,1109.4,365.1,629.9,25.0,89.4,0.0,D
54.9,892.5,349.0,445.6,18.2,79.6,0.0,D
31.3,274.0,153.0,25.0,21.0,274.0,0.0,C
48.0,549.0,286.7,188.3,17.4,56.6,0.0,C
43.1,402.0,221.0,123.0,23.0,402.0,0.0,C
28.5,1224.0,194.7,954.6,9.1,65.5,0.0,G
38.5,585.9,310.1,229.9,13.9,32.0,0.0,D
87.4,802.0,667.0,28.0,45.0,802.0,0.0,D
66.3,932.0,489.0,305.0,30.0,932.0,0.0,D
53.0,490.0,79.0,222.0,29.0,490.0,0.0,G
40.9,812.7,223.8,554.3,13.6,21.1,0.0,E
64.4,747.0,152.0,522.0,32.0,747.0,0.0,E
44.3,846.9,292.3,492.6,14.6,47.4,0.0,D
69.4,756.1,378.6,278.2,23.4,75.9,0.0,C
27.0,921.3,250.0,662.4,8.8,0.0,0.0,G
37.7,806.8,287.1,473.6,12.5,33.6,0.0,E
71.4,1243.9,354.8,796.7,22.7,69.7,0.0,D
50.9,1061.9,161.6,771.1,27.4,101.8,0.0,D
53.0,856.1,305.7,373.2,28.6,148.7,0.0,D
61.2,1362.3,351.5,949.5,33.0,28.3,0.0,F
72.8,1519.8,357.4,999.2,22.8,140.3,0.0,E
38.0,392.0,134.0,173.0,25.0,392.0,0.0,D
66.0,913.1,360.0,477.1,21.7,54.3,0.0,D
36.0,299.0,126.0,95.0,19.0,299.0,0.0,E
101.0,1024.2,459.1,262.1,54.5,172.3,76.2,C
82.4,1434.1,334.4,837.2,44.5,218.0,0.0,E
112.6,2705.0,161.3,2352.4,60.7,130.5,0.0,F
32.5,308.0,117.0,118.0,16.0,308.0,0.0,F
63.0,1107.0,383.0,597.7,34.0,92.3,0.0,D
34.8,586.9,309.4,224.8,12.4,40.3,0.0,D
55.3,1329.9,271.6,1041.0,17.4,0.0,0.0,E
81.6,1058.4,333.2,605.2,26.2,93.7,0.0,C
18.0,597.6,356.9,199.4,9.7,31.6,0.0,E
63.3,949.3,383.0,490.5,20.6,55.2,0.0,D
39.2,1645.2,672.1,813.1,21.1,138.8,0.0,G
96.9,2660.1,163.2,2144.9,52.3,299.7,0.0,F
102.9,1319.5,172.2,896.0,55.5,162.0,33.8,C
46.5,511.9,161.9,245.3,25.1,79.6,0.0,C
52.9,964.0,370.0,464.0,24.0,964.0,0.0,C
45.1,316.0,133.0,89.0,22.0,316.0,0.0,D
63.0,577.0,171.0,266.0,35.0,577.0,0.0,D
37.7,806.8,287.1,473.6,12.5,33.6,0.0,E
18.6,390.8,309.0,55.6,8.1,18.1,0.0,D
102.5,1233.1,422.0,662.4,32.5,116.1,0.0,C
67.8,1216.1,208.1,895.9,36.5,28.1,47.5,E
34.2,858.1,301.1,498.0,12.6,46.4,0.0,E
56.0,804.0,437.0,230.6,30.2,106.2,0.0,D
77.7,1694.6,159.4,1438.2,41.9,55.1,0.0,E
87.0,1475.6,171.4,1009.4,46.0,248.7,0.0,D
51.0,773.3,186.5,510.8,27.5,48.4,0.0,D
74.2,3340.9,502.0,2736.2,40.0,62.6,0.0,G
97.0,2010.3,622.5,1306.6,52.3,28.9,0.0,E
19.1,531.9,384.2,104.0,10.3,33.4,0.0,D
71.9,202.0,51.0,28.0,39.0,202.0,0.0,F
64.4,829.4,332.8,384.3,21.3,91.0,0.0,C
78.9,2546.6,319.1,2203.5,24.0,0.0,0.0,G
51.0,774.1,363.0,343.7,17.1,50.4,0.0,D
18.0,510.1,356.9,112.0,9.7,31.6,0.0,D
29.3,589.6,242.2,303.0,10.6,33.8,0.0,D
39.1,643.4,95.2,450.0,21.1,77.1,0.0,E
62.4,1379.3,479.0,769.6,33.7,8.0,89.1,D
66.9,1138.1,180.5,909.1,36.1,12.4,0.0,D
61.0,630.6,211.5,338.6,32.9,47.5,0.0,C
95.1,974.2,229.4,402.9,51.3,186.0,104.6,C
38.0,959.0,411.0,491.0,17.0,959.0,0.0,D
54.0,627.0,338.2,210.8,18.9,59.0,0.0,C
18.0,510.1,356.9,112.0,9.7,31.6,0.0,D
41.8,729.8,336.4,318.4,14.4,60.6,0.0,D
56.0,804.0,437.0,230.6,30.2,106.2,0.0,D
69.1,1090.9,357.0,423.7,24.1,129.0,157.1,D
65.1,1114.6,300.1,763.7,23.0,27.7,0.0,D
67.5,975.1,191.5,534.7,36.4,146.5,66.0,C
54.2,1397.6,434.6,922.2,29.2,11.6,0.0,E
52.7,889.9,480.1,309.4,28.5,72.0,0.0,E
72.0,934.6,205.2,453.3,38.8,237.3,0.0,C
60.0,1200.6,166.7,794.1,32.4,207.5,0.0,D
47.1,1113.3,250.7,774.4,15.1,73.1,0.0,E
96.0,712.0,158.0,309.0,48.0,712.0,0.0,C
31.3,564.6,267.1,286.3,11.3,0.0,0.0,D
58.4,1144.1,294.7,790.1,31.5,27.8,0.0,E
101.0,1089.8,459.1,262.1,54.5,172.3,141.9,C
69.8,1572.0,481.6,858.7,37.6,194.1,0.0,F
55.3,1054.9,162.5,812.1,29.8,50.5,0.0,D
89.8,876.6,184.8,451.7,48.4,191.6,0.0,C
78.9,2546.6,319.1,2203.5,24.0,0.0,0.0,G
15.4,626.0,305.0,152.0,8.0,626.0,0.0,F
29.5,1444.6,202.3,1233.0,9.2,0.0,0.0,G
61.0,1190.5,308.5,862.7,19.4,0.0,0.0,E
20.1,436.8,358.1,51.7,10.8,16.2,0.0,C
55.0,838.5,353.0,418.5,18.2,48.8,0.0,D
54.7,1176.0,535.0,529.0,24.0,1176.0,0.0,D
120.2,2348.0,555.0,1624.0,47.0,2348.0,0.0,D
55.9,1112.6,458.1,596.7,30.2,27.6,0.0,D
39.0,495.5,95.8,302.0,21.0,76.7,0.0,D
68.8,1443.0,0.1,1362.2,37.1,43.7,0.0,F
20.8,559.4,261.5,266.1,7.5,24.4,0.0,E
51.3,996.7,322.2,567.7,16.8,90.0,0.0,D
55.5,1394.3,258.6,1118.3,17.4,0.0,0.0,F
28.5,638.0,218.0,402.0,10.0,638.0,0.0,E
58.4,1474.9,625.5,790.6,31.5,27.2,0.0,F
35.2,724.3,253.8,458.6,12.0,0.0,0.0,E
53.0,666.7,344.6,210.2,19.0,92.9,0.0,C
37.6,332.0,117.0,99.0,18.0,332.0,0.0,D
48.2,1034.9,272.3,747.1,15.5,0.0,0.0,E
67.3,719.9,345.6,290.0,22.9,61.4,0.0,C
67.0,884.2,328.4,462.6,21.9,71.3,0.0,C
50.8,817.2,319.3,382.8,17.2,97.9,0.0,D
74.8,1008.4,232.7,559.8,40.4,175.6,0.0,C
38.0,536.2,190.6,229.7,20.5,95.3,0.0,C
58.4,953.2,171.0,701.0,31.5,49.7,0.0,D
56.3,790.7,193.2,518.8,30.4,48.3,0.0,D
78.2,1039.2,342.5,571.4,42.2,28.4,54.7,D
48.0,848.8,145.1,548.8,25.9,129.0,0.0,D
50.9,1318.2,507.2,754.8,27.5,28.7,0.0,E
58.6,950.8,179.5,690.2,31.6,49.6,0.0,D
76.9,1683.3,407.1,1191.8,41.5,42.9,0.0,F
98.0,2368.1,141.8,1930.5,51.7,244.1,0.0,E
69.8,1572.0,481.6,858.7,37.6,194.1,0.0,F
55.0,837.0,158.0,364.0,27.0,837.0,0.0,D
58.0,1265.8,305.9,881.9,18.3,59.6,0.0,E
61.4,1107.8,362.5,636.5,19.8,89.0,0.0,D
86.3,1005.1,384.4,470.0,27.8,86.9,36.1,C
63.0,1107.0,383.0,597.7,34.0,92.3,0.0,D
78.7,927.7,328.8,393.8,42.5,162.6,0.0,D
69.0,895.1,444.5,299.6,37.2,113.7,0.0,D
74.5,985.9,208.6,526.6,40.2,210.5,0.0,C
69.6,1582.3,546.5,969.9,37.5,28.5,0.0,E
68.9,742.3,218.6,338.9,37.2,147.5,0.0,C
75.3,758.9,133.2,428.3,40.6,156.8,0.0,C
170.0,2346.4,355.0,1811.0,110.8,69.6,0.0,D
74.9,1310.5,200.3,608.6,50.7,450.9,0.0,D
78.1,2019.6,215.5,1682.0,52.9,69.1,0.0,E
53.2,980.1,242.5,633.3,36.0,68.3,0.0,D
84.0,1531.3,598.5,786.0,42.5,41.4,62.9,D
30.6,872.4,207.3,590.3,20.7,54.1,0.0,D
89.0,2090.9,205.4,1756.0,60.3,69.2,0.0,E
66.6,1293.3,388.1,842.9,26.0,36.3,0.0,D
103.8,2294.8,855.7,891.5,70.3,477.3,0.0,E
68.9,1113.2,255.9,604.5,46.7,206.1,0.0,C
57.0,1034.8,274.2,687.0,38.6,34.9,0.0,E
69.0,741.1,391.6,210.9,46.7,91.9,0.0,C
71.5,1148.5,279.7,594.1,48.4,226.4,0.0,C
72.0,1138.0,273.0,678.0,49.0,138.0,0.0,C
78.6,1151.1,343.6,556.8,42.4,208.2,0.0,D
80.4,1565.0,134.0,1167.0,43.0,10.0,0.0,D
81.1,893.3,248.2,483.7,54.9,106.4,0.0,C
66.0,1327.2,445.5,801.8,44.7,35.2,0.0,E
55.8,1741.0,364.0,855.0,31.0,491.0,0.0,E
64.0,963.5,182.2,604.7,34.5,142.0,0.0,D
120.0,3438.0,722.0,2635.0,65.0,16.0,0.0,F
18.0,510.1,356.9,112.0,9.7,31.6,0.0,D
49.0,748.0,412.2,236.4,24.1,75.3,0.0,C
25.4,640.0,348.0,211.0,13.0,0.0,50.0,D
38.8,920.1,434.7,420.3,17.7,47.5,0.0,D
64.3,1263.9,470.1,730.8,26.6,36.4,0.0,D
78.9,2239.0,320.6,1894.3,24.1,0.0,0.0,F
27.3,691.6,375.5,274.8,14.1,27.3,0.0,D
47.5,834.2,439.5,299.6,22.4,72.8,0.0,C
72.0,1364.3,297.9,946.5,29.1,90.8,0.0,D
106.8,2413.6,319.5,1746.3,39.1,308.7,0.0,D
49.7,1159.0,398.9,663.0,21.2,75.9,0.0,D
34.0,945.0,272.0,632.0,11.0,30.0,0.0,F
52.0,688.0,324.0,298.0,35.2,94.6,0.0,C
19.5,610.2,356.4,209.9,10.3,33.6,0.0,E
64.3,1633.4,379.2,1109.1,24.8,120.3,0.0,E
14.0,478.1,394.0,44.2,8.1,31.7,0.0,E
47.3,1099.3,374.5,631.2,20.4,73.1,0.0,D
35.1,1033.2,372.3,600.0,15.5,45.6,0.0,E
17.8,632.1,368.9,223.6,9.3,30.3,0.0,E
59.4,1696.1,345.4,1328.0,22.7,0.0,0.0,E
29.5,1842.8,242.6,1589.1,11.1,0.0,0.0,G
42.8,1772.3,274.0,1485.1,13.2,0.0,0.0,G
30.2,884.5,374.2,435.7,14.3,60.3,0.0,E
49.2,665.1,325.7,288.1,17.2,34.1,0.0,C
20.2,553.0,351.0,138.0,11.0,0.0,34.0,D
55.0,770.2,327.8,343.9,18.9,79.7,0.0,C
30.6,754.5,262.6,440.9,12.3,38.8,0.0,E
59.4,1733.2,350.5,1360.1,22.6,0.0,0.0,E
52.4,1012.4,418.6,570.7,23.2,0.0,0.0,D
69.2,1816.4,423.3,1297.0,26.1,70.0,0.0,E
34.0,559.2,302.5,206.1,12.3,38.3,0.0,D
22.4,438.8,274.2,83.9,8.9,28.8,43.0,D
67.8,1450.8,449.0,850.9,27.6,123.4,0.0,D
19.8,603.9,427.0,84.9,10.8,29.2,52.0,E
71.0,1146.1,497.4,528.7,30.4,89.6,0.0,C
22.0,890.0,226.0,657.0,7.0,0.0,0.0,G
25.6,641.5,249.0,362.9,8.9,20.7,0.0,E
44.7,956.8,276.3,606.3,20.1,54.1,0.0,D
41.7,677.2,440.6,138.6,22.2,75.8,0.0,C
69.2,1816.4,423.3,1297.0,26.1,70.0,0.0,E
40.0,1044.4,386.0,565.9,17.5,74.9,0.0,E
19.2,721.4,252.4,455.3,9.6,4.1,0.0,E
82.5,1667.6,497.7,1025.1,31.6,113.1,0.0,D
39.9,1005.7,408.5,531.9,17.7,47.5,0.0,D
64.0,1769.8,411.4,1334.2,24.2,0.0,0.0,E
22.4,797.9,280.6,471.5,10.8,35.0,0.0,E
73.7,1957.0,434.9,1396.9,27.4,97.8,0.0,E
34.0,2274.8,316.4,1906.2,12.3,39.9,0.0,G
20.3,675.5,411.5,167.0,10.7,34.7,51.6,E
21.0,500.7,255.9,216.5,12.0,16.4,0.0,C
89.4,1323.9,490.9,678.0,36.5,118.6,0.0,C
18.9,589.8,307.0,236.6,10.1,36.2,0.0,D
32.8,1053.5,310.6,656.8,10.6,75.5,0.0,F
36.9,483.1,308.5,120.7,12.7,41.2,0.0,C
31.0,769.8,350.6,404.1,15.1,0.0,0.0,D
80.8,1970.8,285.7,1655.2,29.9,0.0,0.0,E
51.8,1054.9,412.9,538.4,22.7,81.0,0.0,D
19.0,571.0,385.0,149.0,10.0,27.0,0.0,E
39.9,1005.7,408.5,531.9,17.7,47.5,0.0,D
18.9,588.1,360.7,171.3,10.4,45.6,0.0,D
106.1,1822.0,438.0,1002.0,45.0,337.0,0.0,D
38.6,940.3,467.4,369.8,18.1,85.1,0.0,D
38.0,734.8,393.8,292.8,18.9,29.3,0.0,C
50.3,1172.0,341.7,739.6,21.4,69.4,0.0,D
44.4,977.1,373.0,522.2,19.9,0.0,61.9,D
63.0,1125.5,430.3,571.4,27.1,96.8,0.0,C
29.0,672.3,276.9,352.9,10.0,32.5,0.0,E
27.6,550.7,361.7,133.3,15.1,40.7,0.0,C
88.1,1217.0,562.9,421.3,38.9,193.8,0.0,C
39.9,1005.7,408.5,531.9,17.7,47.5,0.0,D
110.2,1582.6,486.8,861.7,42.8,115.0,76.3,C
46.0,962.2,408.3,533.3,20.7,0.0,0.0,D
65.6,1793.6,421.2,1188.3,25.3,158.8,0.0,E
49.0,774.9,349.1,409.3,16.4,0.0,0.0,D
53.0,1006.6,289.3,649.8,17.1,50.4,0.0,E
41.9,851.8,237.5,490.6,28.4,95.3,0.0,C
21.9,1040.7,348.1,655.4,9.6,27.5,0.0,G
42.0,767.1,332.9,359.0,14.3,60.8,0.0,D
39.4,699.9,291.9,394.5,13.5,0.0,0.0,D
73.1,1320.6,474.6,682.1,30.9,133.0,0.0,C
66.6,1765.1,271.0,1186.8,25.2,107.6,174.4,E
19.3,430.7,285.6,109.6,7.7,27.7,0.0,D
65.5,1386.7,406.4,868.2,26.4,85.7,0.0,D
38.3,1218.3,380.2,822.0,16.1,0.0,0.0,E
104.9,1564.5,514.1,917.9,40.8,91.7,0.0,C
71.1,1252.1,403.9,752.9,30.1,65.3,0.0,D
48.1,1712.3,352.0,1342.0,18.3,0.0,0.0,F
18.0,519.6,318.2,155.2,10.1,36.2,0.0,D
35.2,884.7,345.1,479.8,16.2,43.6,0.0,D
47.1,675.2,284.0,254.0,16.2,58.0,63.0,C
40.7,985.8,400.1,481.2,18.7,85.9,0.0,D
56.9,1062.3,476.2,457.0,25.6,103.5,0.0,C
67.9,1000.4,327.7,578.2,22.1,72.4,0.0,D
33.0,770.5,372.7,334.4,16.1,47.3,0.0,D
44.0,1515.3,348.0,1150.1,17.3,0.0,0.0,F
39.9,1005.7,408.5,531.9,17.7,47.5,0.0,D
58.8,1129.6,293.3,817.6,18.8,0.0,0.0,E
40.1,865.6,191.2,661.2,13.2,0.0,0.0,E
